ge-ges-it                             5
ge-x                                  5
ges-in                                5
h-k                                   5
i-os                                  5
ion-ure                               5
ion-us                                5
l-les-ux                              5
la-n                                  5
le-les-on-ons                         5
ll-n                                  5
lle-n                                 5
lle-r                                 5
n-nne-ns-r                            5
n-rd                                  5
n-ri                                  5
nes-s                                 5
ng-on-ons                             5
o-ue                                  5
on-son                                5
que-te-tes                            5
r-rs-s                                5
r-ux                                  5
r-z                                   5
re-res-s                              5
re-sit-t-te-tes-ts                    5
re-ste                                5
re-t                                  5
rie-s                                 5
rs-ses                                5
s-us                                  5
se-te                                 5
se-ze                                 5
se-ïde                                5
sse-t                                 5
ste-té                                5
té-tés-x                              5

NULL-s                                15695
-ail                  01million               02million                 1/299792458           10-13                  
10-34j                10milliard              12million                 13million             15eamendement          
15milliard            1carat                  1habitant                 1milliard             1million               
1seconde              22million               23million                 25milliard            25million              
27million             29milliard              2elivre                   2eépître              2habitant              
2milliard             2million                32million                 35million             37milliard             
3enfant               3eépître                3habitant                 3heure                3milliard              
3million              3seconde                45milliard                46million             49million              
4enfant               4habitant               4litre                    4milliard             4million               
4seconde              4vol                    54million                 55milliard            58milliard             
5habitant             5milliard               5million                  5mètre                5neutron               
5point                5vol                    60eparallèle              64million             6milliard              
6million              75milliard              760torr                   76million             77milliard             
7habitant             7milliard               7million                  80million             83million              
87million             8enfant                 8milliard                 8seconde              8tonne                 
90million             94milliard              95milliard                96million             9earmée                
9million              9tonne                  9volume                   abaisseur             abaissée               
abandonnée            abasside                abattement                abbadide              abbasside              
abbaye                abbesse                 abbé                      abdication            abdominale             
abeille               aberration              abiotique                 abkhaze               ablation               
abnaki                aboiement               abolitionniste            abondante             abonnement             
abordable             abordée                 aborigène                 aboutie               aboutissement          
aboyeur               abraham                 abrasif                   abrasive              abricotier             
abritée               abrogée                 abrupte                   abrégée               abréviation            
abscisse              absence                 abside                    absolue               absolutiste            
absorbable            absorbeur               absorbée                  absorption            abstention             
abstraction           abstraite               absurde                   absurdité             abusif                 
abusive               abusé                   abyssale                  abîmée                acacia                 
académicien           académie                académique                acajou                acanthocéphale         
acarien               accablante              accaparée                 accentuation          accentuel              
accentuée             acceptable              accepteur                 acception             acceptée               
accessible            accessoire              accidentelle              accidentée            acclamation            
acclamée              acclimatée              accolade                  accolée               accompagnateur         
accompagnement        accompagnée             accomplie                 accordée              accordéon              
accouchement          accoucheur              accouplement              accrochage            accrochée              
accroissement         accroupi                accrue                    accrédité             accueillante           
accueillie            acculée                 accumulateur              accumulation          accumulée              
accusateur            accusatif               accusation                accusée               accélérateur           
accélération          accélérée               aceh                      acerbe                acharite               
acharnée              acheminée               acheteur                  achetée               acheuléenne            
achevée               acholi                  achromatique              achéenne              achéménide             
acide                 acidité                 acido-basique             aciérie               acméiste               
acolyte               aconit                  acouphène                 acoustique            acqueduc               
acquise               acquisition             acquittement              acquéreur             acrasiale              
acrobate              acrobatique             acronyme                  acropole              acros                  
acrostiche            acrylique               acteur                    actif                 actionnaire            
actionnée             activiste               activité                  activée               actrice                
actuaire              actualité               actuelle                  actée                 acérée                 
acétate               adage                   adama                     adaptable             adaptateur             
adaptatif             adaptation              adaptative                adaptée               additif                
additionnelle         additionneur            additionnée               additive              adepte                 
adhérence             adhérente               adhésif                   adhésion              adhésive               
adiabatique           adipeuse                adirondack                adjacente             adjectif               
adjointe              adjonction              adjudant                  adjugé                administrateur         
administratif         administration          administrative            administrée           admirable              
admirateur            admiration              admiratrice               admirée               admise                 
admissible            admission               adolescente               adonaï                adoptant               
adoptif               adoptée                 adorant                   adorateur             adorée                 
adossée               adoucie                 adoucisseur               adressée              adroit                 
adulte                adultère                adventice                 adventiste            adverbe                
adverbiale            adversaire              adverse                   adéquate              afar                   
affaiblie             affaire                 affairiste                affaissement          affamée                
affectation           affectif                affective                 affectée              affermée               
afficheur             affichiste              affichée                  affiliée              affinité               
affinée               affirmation             affirmative               affirmée              affleurement           
affranchie            affreuse                affrontement              affronté              affréteur              
affrétée              affublé                 afghane                   africaine             afrikaner              
afro-américaine       afro-asiatique          agave                     agencement            agencée                
agent                 agglomération           agglomérée                agglutinante          agglutinogène          
aggravante            aggravée                agha                      aghlabide             agile                  
agitation             agitée                  agni                      agnostique            agonie                 
